cus_id,tong_don,tong_tien,tongdon_cod,thuho_tongdon,don_ptc,don_ptc_cod,thu_ho
125,904,201328805.0,4,1715000.0,763.0,2.0,880000.0
427,1311,21037446.0,142,107459000.0,1113.0,127.0,94837000.0
538,1816,32280758.0,0,0.0,1564.0,0.0,0.0
734,13363,602716337.0,1,1000000.0,12708.0,1.0,1000000.0
781,1497,37902189.0,1011,519058500.0,478.0,330.0,168348600.0
1201,9172,183062502.0,2535,1276689032.0,8188.0,2274.0,1148523222.0
1551,618,202127796.0,5,1503000.0,0.0,0.0,0.0
1997,1901,18188139.0,0,0.0,1698.0,0.0,0.0
2451,1364,340066155.0,0,0.0,1238.0,0.0,0.0
2686,1655,162112435.0,0,0.0,1553.0,0.0,0.0
2705,2323,49276860.0,199,92470000.0,1086.0,92.0,47550000.0
2938,4543,96721584.0,2787,1533684555.0,4042.0,2514.0,1336919555.0
3054,1149,60696053.0,1,88000.0,942.0,1.0,88000.0
3157,1509,45774066.0,1392,1585689510.0,1307.0,1258.0,1436678110.0
3275,2507,291729634.0,2,309000.0,2332.0,1.0,50000.0
3423,1294,165451079.0,8,2834000.0,671.0,4.0,1613000.0
3745,26907,411089686.0,23043,8045824015.0,23684.0,21606.0,7473320018.0
3758,10073,135100824.0,7025,3576784736.0,5480.0,4594.0,2030508737.0
3825,13558,202195219.0,10487,2905657516.0,11511.0,9459.0,2557256716.0
4062,1884,86455399.0,0,0.0,1690.0,0.0,0.0
4524,1337,79836409.0,3,2300000.0,1088.0,0.0,0.0
4699,975,41889583.0,0,0.0,830.0,0.0,0.0
4910,11416,260579260.0,0,0.0,8543.0,0.0,0.0
4979,11599,294754627.0,8903,3773049520.0,10502.0,8070.0,3456525870.0
4997,10480,163748593.0,9088,1606575396.0,7988.0,7865.0,1385834510.0
5078,4854,190966519.0,3902,1909179000.0,4497.0,3712.0,1813037000.0
5308,1045,49637948.0,79,282130500.0,856.0,59.0,184137500.0
5309,2031,103455972.0,1389,1938051500.0,1228.0,832.0,1169606000.0
5716,10735,170356266.0,8808,3036066094.0,8739.0,7797.0,2634756094.0
6339,1055,13267951.0,7,10709000.0,887.0,7.0,10709000.0
6514,524,138638847.0,0,0.0,362.0,0.0,0.0
6762,2028,35555694.0,600,500393000.0,1807.0,535.0,438334000.0
7439,1542,88954935.0,0,0.0,1334.0,0.0,0.0
7653,2716,29109898.0,5,1720000.0,2640.0,4.0,1390000.0
7674,5034,136195850.0,862,1917393100.0,4799.0,813.0,1743915400.0
7743,2077,51008184.0,1908,393272000.0,1336.0,1319.0,270165000.0
8085,194696,9363323323.0,0,0.0,182170.0,0.0,0.0
8268,928,20518246.0,98,75873000.0,413.0,45.0,36486000.0
8579,3177,41199694.0,3075,641783226.0,1466.0,1455.0,304535204.0
8586,1912,155861449.0,254,558440000.0,1579.0,215.0,454574000.0
8692,1815,32618861.0,35,9789000.0,751.0,8.0,2394000.0
9404,1226,24418907.0,1037,1444931000.0,1058.0,950.0,1319606000.0
9522,790,280677071.0,1,4000000.0,491.0,0.0,0.0
9629,3016,514182798.0,0,0.0,2568.0,0.0,0.0
9638,1178,33421376.0,0,0.0,876.0,0.0,0.0
9899,18428,326798428.0,16995,3281666133.0,17378.0,16551.0,3201567134.0
9912,1883,30036076.0,0,0.0,1614.0,0.0,0.0
9916,1145,19287761.0,0,0.0,802.0,0.0,0.0
10158,954,29223512.0,0,0.0,808.0,0.0,0.0
10255,1215,39755158.0,0,0.0,1056.0,0.0,0.0
10419,1280,42701163.0,0,0.0,1025.0,0.0,0.0
10472,1419,58210588.0,0,0.0,1076.0,0.0,0.0
10642,1645,92037622.0,0,0.0,1347.0,0.0,0.0
10654,1189,23204067.0,0,0.0,944.0,0.0,0.0
10756,1600,88011640.0,0,0.0,1304.0,0.0,0.0
10787,8983,195565223.0,0,0.0,8313.0,0.0,0.0
10945,2967,76947732.0,0,0.0,2775.0,0.0,0.0
11146,1576,57173761.0,0,0.0,1341.0,0.0,0.0
11187,3130,61320987.0,0,0.0,2736.0,0.0,0.0
11232,1555,42159574.0,0,0.0,1072.0,0.0,0.0
11475,2287,31749234.0,829,7282901.0,2116.0,784.0,6923100.0
11600,188,473418682.0,160,69016000.0,65.0,59.0,17933000.0
11790,11734,258873928.0,6390,2690167001.0,10741.0,5879.0,2472681001.0
11844,1289,25577276.0,0,0.0,1111.0,0.0,0.0
12058,4435,1403802673.0,0,0.0,4009.0,0.0,0.0
12081,1551,26804002.0,0,0.0,1282.0,0.0,0.0
12352,1521,42954913.0,1254,187597387.0,1373.0,1170.0,174304884.0
12504,2551,109958118.0,0,0.0,1964.0,0.0,0.0
12560,1272,30490626.0,819,257114264.0,1068.0,702.0,226348975.0
12782,6463,484978276.0,5025,15520750792.0,6234.0,4891.0,14689078293.0
12961,803,183028630.0,0,0.0,484.0,0.0,0.0
12973,2897,75570570.0,1751,527467015.0,2623.0,1599.0,480513723.0
13187,2222,65079765.0,0,0.0,1375.0,0.0,0.0
13259,1066,60590176.0,0,0.0,751.0,0.0,0.0
13291,2941,78868889.0,1962,559482257.0,2594.0,1784.0,513127000.0
13304,74385,2720587130.0,24497,13482917103.0,72714.0,23565.0,12872610963.0
13677,5064,111134977.0,4,2925001.0,4504.0,4.0,2925001.0
14114,1351,21935332.0,0,0.0,1033.0,0.0,0.0
14896,1361,50653635.0,0,0.0,1108.0,0.0,0.0
15303,12228,166014352.0,10447,1290219004.0,8621.0,8590.0,1053248004.0
15573,2117,51509282.0,1469,339104199.0,1903.0,1338.0,309191405.0
15970,1041,21838036.0,757,139948539.0,859.0,664.0,124041174.0
15989,7304,236154023.0,4226,1478133043.0,6650.0,3899.0,1366956937.0
16088,1627,40148060.0,1226,637593865.0,1480.0,1145.0,592593482.0
16103,1200,17254000.0,902,602329500.0,683.0,645.0,397577500.0
16195,1464,60818495.0,0,0.0,1159.0,0.0,0.0
16202,3443,94036428.0,2407,632910492.0,3047.0,2206.0,577602157.0
16580,2008,45623005.0,1550,276930332.0,1776.0,1416.0,253564274.0
16611,968,20472087.0,0,0.0,713.0,0.0,0.0
16699,23,111380841.0,0,0.0,0.0,0.0,0.0
16851,1237,21815921.0,223,127135001.0,1103.0,202.0,112997001.0
17157,1004,21163882.0,846,352051842.0,799.0,699.0,290062035.0
17476,200,249258923.0,0,0.0,41.0,0.0,0.0
17602,1446,52470769.0,1117,328002223.0,1273.0,1039.0,299384336.0
17703,1373,38485612.0,987,588481000.0,887.0,660.0,391441000.0
17798,1403,43055517.0,0,0.0,538.0,0.0,0.0
17917,6800,169582471.0,0,0.0,6329.0,0.0,0.0
17965,6953,395130585.0,2,3778692.0,6310.0,1.0,28692.0
17992,3059,152314824.0,843,2301181000.0,2671.0,723.0,1804186000.0
18230,11784,446478947.0,6995,2760183322.0,10617.0,6469.0,2509549882.0
18433,1155,28688092.0,706,255304356.0,957.0,607.0,219958837.0
18482,1826,43755266.0,1068,340109551.0,1550.0,912.0,290022751.0
18490,2877,171980309.0,0,0.0,2808.0,0.0,0.0
18529,2598,69772303.0,1673,651039895.0,2346.0,1541.0,589215528.0
18613,2935,81425380.0,0,0.0,2742.0,0.0,0.0
18761,808,115644428.0,0,0.0,665.0,0.0,0.0
18834,4628,198036284.0,3724,2388352010.0,4062.0,3374.0,2155247010.0
19523,4718,126594903.0,3354,630105933.0,4287.0,3152.0,589788454.0
19585,940,24026089.0,0,0.0,692.0,0.0,0.0
19666,1336,47895815.0,1114,363311000.0,1049.0,872.0,286943000.0
19728,1533,81336791.0,0,0.0,1338.0,0.0,0.0
19782,3805,128480607.0,2431,607622073.0,3512.0,2280.0,579589742.0
20157,1363,43755084.0,953,640757993.0,891.0,618.0,397624995.0
20218,1332,30779809.0,960,207838377.0,1242.0,920.0,197582629.0
20363,2308,65077918.0,1434,374864626.0,2004.0,1251.0,326166186.0
20394,2241,118189785.0,0,0.0,2187.0,0.0,0.0
20462,2382,57037743.0,1778,651406634.0,2187.0,1677.0,583428918.0
20636,3544,85753236.0,2507,653450016.0,3118.0,2298.0,599797654.0
20679,1703,76974097.0,2,3260000.0,1558.0,0.0,0.0
20708,1035,24225139.0,0,0.0,627.0,0.0,0.0
20787,1263,54019197.0,965,2304019001.0,887.0,740.0,1841072801.0
20931,2724,84369558.0,0,0.0,1373.0,0.0,0.0
20963,4734,90501950.0,3189,631557924.0,4350.0,2985.0,577828424.0
21076,1512,35118372.0,1067,237939621.0,1378.0,998.0,218180698.0
21092,5108,82505387.0,0,0.0,4442.0,0.0,0.0
21287,1914,25954790.0,0,0.0,1362.0,0.0,0.0
21288,1532,20177891.0,0,0.0,1036.0,0.0,0.0
21333,7304,169442622.0,5568,898026256.0,6784.0,5319.0,846762639.0
21335,3411,79083331.0,0,0.0,3105.0,0.0,0.0
21429,960,27650829.0,0,0.0,487.0,0.0,0.0
21762,1011,32437228.0,56,117149200.0,858.0,44.0,96957000.0
21801,12381,963767863.0,1,205000.0,11796.0,1.0,205000.0
21982,1434,40416539.0,0,0.0,1204.0,0.0,0.0
22152,1320,28523058.0,948,216793270.0,1203.0,879.0,205104611.0
22286,2518,75717060.0,2058,766466800.0,1872.0,1634.0,613398800.0
22397,998,39297966.0,0,0.0,895.0,0.0,0.0
22472,1133,39610463.0,0,0.0,727.0,0.0,0.0
22514,906,46955459.0,616,566266000.0,579.0,398.0,354808000.0
22801,1092,51787002.0,2,2990000.0,855.0,2.0,2990000.0
22961,1490,35038098.0,75,35592000.0,1264.0,67.0,31567000.0
22973,2606,84754848.0,949,403260000.0,1925.0,732.0,307520000.0
23390,943,48722983.0,2,4999999.0,0.0,0.0,0.0
23581,1198,71858338.0,381,755876840.0,1006.0,313.0,613178900.0
23743,7895,130539119.0,6790,1871470000.0,6642.0,6169.0,1694578000.0
24141,2350,64594451.0,1740,708915019.0,2099.0,1606.0,630644826.0
24780,4760,147340355.0,1,799000.0,4436.0,1.0,799000.0
24900,941,41913404.0,0,0.0,536.0,0.0,0.0
24938,703,158308504.0,0,0.0,536.0,0.0,0.0
25048,1295,75533787.0,0,0.0,1056.0,0.0,0.0
25094,16135,419860384.0,7901,7160417000.0,14681.0,7249.0,6515244000.0
25144,4515,96679957.0,3033,598140115.0,4248.0,2907.0,561641518.0
25273,933,24448541.0,673,177226502.0,819.0,610.0,158977648.0
25302,1307,28938957.0,942,210981201.0,1115.0,837.0,178464068.0
25367,6532,135887749.0,4889,991688550.0,5960.0,4604.0,923801653.0
25608,2844,82585315.0,0,0.0,2471.0,0.0,0.0
25626,2923,63600507.0,2370,385868701.0,2639.0,2229.0,360363245.0
25628,1545,37458474.0,0,0.0,1069.0,0.0,0.0
26090,1357,33800127.0,769,452143000.0,1287.0,731.0,425771000.0
26316,4,474024000.0,0,0.0,1.0,0.0,0.0
26371,4246,86794899.0,3213,1238145101.0,3566.0,2769.0,1045677101.0
26424,1908,34226594.0,1273,544186500.0,1704.0,1149.0,489275500.0
26901,4172,427551114.0,0,0.0,3879.0,0.0,0.0
26988,1033,35931114.0,902,1609065034.0,894.0,799.0,1439690030.0
27387,1274,23451734.0,975,481703000.0,1119.0,871.0,433663000.0
27531,2086,46214026.0,1383,366050056.0,1940.0,1306.0,335249568.0
27636,19577,822659795.0,0,0.0,12445.0,0.0,0.0
27777,3913,244009127.0,7,3220000.0,3771.0,0.0,0.0
27904,1919,55655298.0,1229,403332000.0,1830.0,1181.0,390028000.0
27918,1012,30039033.0,666,345810000.0,809.0,542.0,281139000.0
28319,1124,31615084.0,719,336217322.0,918.0,600.0,264603350.0
28521,1108,57342617.0,0,0.0,975.0,0.0,0.0
28552,926,20488788.0,0,0.0,710.0,0.0,0.0
28858,1887,107224707.0,0,0.0,1660.0,0.0,0.0
28946,2746,58167105.0,1906,459956857.0,2502.0,1784.0,405291006.0
29169,2443,88139922.0,1701,2859137030.0,2143.0,1508.0,2548490667.0
29204,1195,52749085.0,0,0.0,1032.0,0.0,0.0
29316,3813,84412252.0,2730,648046369.0,3482.0,2568.0,603205228.0
29552,1815,75315347.0,27,25499000.0,1621.0,22.0,23351000.0
29556,936,22509057.0,358,490803000.0,560.0,205.0,278820000.0
29772,989,18670095.0,777,82065910.0,829.0,691.0,67338325.0
29794,1580,33180070.0,359,138385000.0,793.0,166.0,62373000.0
29807,10962,592021320.0,9973,3774192000.0,9003.0,8317.0,3144432000.0
30236,2020,48036942.0,1473,297738993.0,1840.0,1380.0,282630622.0
30344,30,833824630.0,0,0.0,0.0,0.0,0.0
30511,1468,58935955.0,0,0.0,1272.0,0.0,0.0
30711,2984,52042677.0,0,0.0,1696.0,0.0,0.0
30721,1163,26432795.0,840,160790915.0,1038.0,769.0,148913420.0
31365,1407,26922488.0,184,202600000.0,415.0,39.0,47420000.0
31438,2492,67086492.0,0,0.0,2227.0,0.0,0.0
31739,3144,132032710.0,2657,443457500.0,2710.0,2320.0,387176500.0
31844,1983,51691301.0,1243,305837478.0,1774.0,1127.0,273580549.0
31857,2210,45126100.0,2039,213946501.0,1700.0,1689.0,177216501.0
31902,1291,40582631.0,302,146620000.0,1086.0,254.0,126661000.0
32019,1017,17999546.0,59,44677000.0,624.0,40.0,29776000.0
32029,6249,178896507.0,4324,898341640.0,5557.0,3962.0,806019753.0
32164,1049,34709430.0,0,0.0,845.0,0.0,0.0
32168,4207,129722747.0,2614,1122971204.0,3782.0,2378.0,1012677851.0
32318,2281,49409573.0,1906,245623308.0,1989.0,1734.0,223736880.0
32370,1010,15751852.0,407,96441500.0,889.0,359.0,82845500.0
32497,1113,26698267.0,935,212020000.0,808.0,696.0,150730000.0
32503,2094,32960132.0,1915,488045000.0,1652.0,1584.0,402443000.0
32716,3907,123727932.0,1533,682841500.0,2705.0,1034.0,462734500.0
32738,1677,51108338.0,0,0.0,1156.0,0.0,0.0
32756,1128,29592240.0,726,1892926000.0,710.0,464.0,1157691000.0
32898,1849,101758314.0,0,0.0,1637.0,0.0,0.0
33014,3260,242049313.0,0,0.0,2975.0,0.0,0.0
33192,927,206677904.0,120,218482040.0,634.0,95.0,119896000.0
33875,117,168650486.0,0,0.0,33.0,0.0,0.0
34068,1070,78380548.0,125,379457800.0,819.0,95.0,316829900.0
34255,6770,194698420.0,4552,1002622117.0,6064.0,4155.0,927440556.0
34261,8312,198727459.0,5932,1152468559.0,7458.0,5507.0,1068648639.0
34531,1223,26840635.0,896,209872624.0,1073.0,821.0,182144993.0
34563,3936,219194577.0,235,43668000.0,3529.0,199.0,38573000.0
34734,948,38260340.0,166,521686000.0,853.0,151.0,487771000.0
34993,3214,53681765.0,601,259193000.0,2920.0,549.0,228754000.0
35109,18422,502616413.0,16822,5875474502.0,17247.0,16295.0,5685413502.0
35505,977,48838499.0,448,940453000.0,811.0,375.0,770568000.0
35741,1326,50919609.0,0,0.0,1208.0,0.0,0.0
35763,2788,145305481.0,1,35000.0,2363.0,1.0,35000.0
35868,3863,89239484.0,2822,488109345.0,3342.0,2562.0,438622250.0
35918,932,41915774.0,0,0.0,795.0,0.0,0.0
36195,1430,78825015.0,0,0.0,1180.0,0.0,0.0
36649,2366,155117827.0,0,0.0,2123.0,0.0,0.0
36689,4494,82435667.0,3562,535514144.0,3880.0,3249.0,477145444.0
36733,1439,35754746.0,161,65738000.0,867.0,103.0,42891000.0
36891,2325,82869156.0,33,45520000.0,1957.0,26.0,42150000.0
36991,2457,89605578.0,195,269290000.0,2129.0,161.0,231833000.0
37261,9109,245484411.0,3326,3738830937.0,8776.0,3178.0,3553702937.0
37647,2752,48348631.0,1668,940511000.0,2127.0,1311.0,744114000.0
37829,1448,58554472.0,0,0.0,1266.0,0.0,0.0
37904,26367,532681765.0,18855,14165808704.0,23730.0,17647.0,13175208704.0
37959,4353,115087205.0,3449,1700758009.0,3511.0,2829.0,1381493009.0
38227,1544,41212841.0,950,716571000.0,1291.0,792.0,599785000.0
38383,2103,38293991.0,0,0.0,1828.0,0.0,0.0
38588,941,22791886.0,199,9587000.0,559.0,117.0,5097000.0
38653,766,101945758.0,658,1529789000.0,412.0,373.0,862466000.0
39311,18966,577775862.0,18064,5277051504.0,16901.0,16802.0,4917115504.0
39503,1061,30737415.0,0,0.0,641.0,0.0,0.0
39603,977,60383497.0,0,0.0,732.0,0.0,0.0
39650,2599,47606692.0,2158,650830000.0,2328.0,1944.0,586217000.0
39781,924,24502644.0,23,91965000.0,573.0,5.0,1215000.0
39840,7393,517184715.0,6503,972921101.0,6268.0,5974.0,848082102.0
39866,2853,56431713.0,1392,360695500.0,1846.0,925.0,239151500.0
40194,1829,22888888.0,0,0.0,560.0,0.0,0.0
40529,2867,69111722.0,0,0.0,2456.0,0.0,0.0
40861,2281,62580616.0,1946,922303001.0,1888.0,1669.0,782846001.0
40922,1627,36579632.0,463,921785000.0,1516.0,425.0,860275000.0
41021,2935,119320481.0,0,0.0,2663.0,0.0,0.0
41646,2079,67012020.0,853,726948000.0,1893.0,783.0,674848000.0
41731,1306,44301126.0,8,10228000.0,919.0,6.0,6676000.0
41736,2777,71553632.0,881,555663000.0,1763.0,570.0,355834000.0
41911,1037,22621936.0,878,835872000.0,617.0,546.0,553878000.0
41948,2934,33929982.0,856,26569500.0,2871.0,835.0,26529500.0
41987,1287,43179542.0,775,529256000.0,1056.0,651.0,450099000.0
42060,903,11547172.0,0,0.0,520.0,0.0,0.0
42110,1065,36557704.0,840,822103000.0,645.0,521.0,508189000.0
42665,931,27213529.0,718,298373000.0,713.0,563.0,224613000.0
42690,3127,131655046.0,2803,4677509000.0,2608.0,2408.0,3934073000.0
42707,2236,114915956.0,0,0.0,2154.0,0.0,0.0
42943,4916,60597465.0,1875,401852000.0,4572.0,1746.0,371545000.0
42979,2355,136268832.0,2141,680780002.0,1932.0,1868.0,583675002.0
42998,868,199414398.0,791,2805425000.0,652.0,612.0,2110270000.0
43115,3410,90065810.0,770,738635000.0,3187.0,699.0,665931000.0
43198,342,203427069.0,2,489000.0,145.0,1.0,299000.0
43217,1084,28603700.0,927,320811000.0,579.0,513.0,181565000.0
43297,974,13111000.0,964,15060000.0,661.0,659.0,10136000.0
43420,5367,131143444.0,0,0.0,4989.0,0.0,0.0
43432,1287,75339960.0,0,0.0,0.0,0.0,0.0
43467,1743,400796336.0,0,0.0,1276.0,0.0,0.0
43831,2109,62060502.0,0,0.0,1643.0,0.0,0.0
43881,973,28928227.0,119,141639999.0,776.0,83.0,84017000.0
43901,1568,32516970.0,1001,740019000.0,986.0,639.0,497527000.0
44404,3053,61757828.0,2302,2096628000.0,2093.0,1602.0,1428463000.0
44507,1558,94351400.0,0,0.0,1221.0,0.0,0.0
44526,1548,21180197.0,0,0.0,1376.0,0.0,0.0
44565,1747,28134505.0,1638,521329000.0,1494.0,1436.0,460152000.0
44655,1907,42209328.0,0,0.0,1716.0,0.0,0.0
44690,2116,35203864.0,439,431220000.0,1810.0,384.0,371801000.0
45031,1123,37435574.0,13,25329200.0,986.0,11.0,21784200.0
45192,916,16426903.0,724,190102500.0,712.0,576.0,154953500.0
45197,2378,83770909.0,0,0.0,48.0,0.0,0.0
45435,1914,96176603.0,977,1233630000.0,1704.0,868.0,1082870000.0
45539,1190,54555185.0,0,0.0,1082.0,0.0,0.0
45644,1104,90295614.0,1,1517400.0,919.0,1.0,1517400.0
45892,2101,67113960.0,1834,1978727900.0,1758.0,1585.0,1733866650.0
45985,1473,29229285.0,0,0.0,1246.0,0.0,0.0
45993,15744,306224244.0,13147,5784658006.0,14473.0,12534.0,5515512005.0
46034,2292,45083640.0,2084,489355997.0,2034.0,1959.0,464118997.0
46038,1832,123067567.0,1648,851568000.0,1337.0,1243.0,634128000.0
46086,1465,109931136.0,0,0.0,1303.0,0.0,0.0
46411,3270,78800729.0,1615,1139587440.0,5.0,0.0,0.0
46601,906,17842390.0,0,0.0,617.0,0.0,0.0
46614,6435,200582086.0,4252,1994811023.0,5988.0,4072.0,1853113726.0
46875,6429,195083555.0,4032,4404642002.0,5669.0,3723.0,4060983002.0
46967,1043,26131556.0,838,242845000.0,353.0,286.0,81063000.0
47046,1888,46373301.0,109,14137000.0,1663.0,92.0,11537000.0
47169,1218,16976797.0,0,0.0,970.0,0.0,0.0
47265,8003,216148199.0,7644,12762083076.0,7362.0,7138.0,11885040073.0
47327,1802,165757816.0,0,0.0,1155.0,0.0,0.0
47480,1442,91821931.0,48,3722000.0,1238.0,42.0,3239000.0
47759,1114,73280831.0,84,91699040.0,999.0,77.0,87730040.0
47970,1113,28503248.0,28,23103000.0,826.0,24.0,16403000.0
48159,1231,38778057.0,0,0.0,1172.0,0.0,0.0
48416,1651,36662909.0,1428,420066000.0,1413.0,1268.0,350951000.0
48444,981,50654433.0,0,0.0,712.0,0.0,0.0
48470,2082,104617867.0,74,225287000.0,1848.0,61.0,192252000.0
48710,1008,19476959.0,0,0.0,749.0,0.0,0.0
48753,1888,35057219.0,1160,484278500.0,1345.0,837.0,355453500.0
48810,2388,58063413.0,1260,766242000.0,2252.0,1199.0,724030000.0
48832,934,57074316.0,778,766596000.0,820.0,689.0,691746000.0
48926,1097,24891459.0,36,23674000.0,543.0,14.0,11785000.0
49289,1267,14510195.0,0,0.0,834.0,0.0,0.0
49330,4307,74592924.0,1828,613565000.0,1659.0,704.0,221127000.0
49448,14990,692688434.0,9250,9352049770.0,13880.0,8645.0,8823095214.0
49594,3351,33466433.0,2564,867271418.0,1933.0,1848.0,604985428.0
50420,1243,74744625.0,155,366065128.0,1036.0,125.0,273332240.0
50570,1315,26918210.0,1084,692233000.0,1121.0,977.0,604160000.0
50572,3494,158584960.0,0,0.0,3085.0,0.0,0.0
50839,3544,53545499.0,160,26122000.0,3310.0,151.0,24160000.0
51047,989,21192377.0,686,224984315.0,887.0,629.0,183263485.0
51324,4389,467885357.0,0,0.0,4067.0,0.0,0.0
51341,3223,69493787.0,2553,1411717000.0,2523.0,2026.0,1130114000.0
51478,1172,19970939.0,845,198752500.0,744.0,552.0,132009000.0
51800,976,63669926.0,895,1053205001.0,696.0,673.0,788795001.0
51814,1500,59186500.0,2,2400000.0,1405.0,2.0,2400000.0
51849,3724,66176743.0,3440,623140046.0,2987.0,2951.0,517285161.0
52079,1658,47162591.0,1404,1029564700.0,1541.0,1315.0,982914700.0
52244,4565,80350731.0,97,41885000.0,3303.0,64.0,26736000.0
52292,5603,183065092.0,4825,4075626002.0,5275.0,4648.0,3907971002.0
52832,1351,31017289.0,2,320000.0,996.0,1.0,160000.0
52865,1365,16587577.0,0,0.0,1030.0,0.0,0.0
52869,2998,59344214.0,2736,1126904000.0,2514.0,2346.0,966454000.0
52875,2173,60411350.0,899,338684840.0,2064.0,846.0,322254040.0
53050,4036,59078060.0,3601,1339095000.0,3241.0,3108.0,1149069000.0
53078,3165,206170708.0,3,5011000.0,2805.0,2.0,3230000.0
53425,1996,32783258.0,0,0.0,1673.0,0.0,0.0
53532,1380,30428529.0,1158,1015500824.0,1074.0,953.0,829858545.0
53845,1472,94459171.0,0,0.0,1161.0,0.0,0.0
54136,1355,22451434.0,1082,102155570.0,1035.0,917.0,87311187.0
54230,3073,58828316.0,2017,1163550000.0,2866.0,1914.0,1114680000.0
54289,974,32902380.0,207,268111000.0,818.0,179.0,229266000.0
54592,4217,91032190.0,2856,532644238.0,3787.0,2645.0,494996278.0
54703,1020,23676784.0,762,432336651.0,789.0,607.0,348110051.0
54857,2815,68462093.0,2433,915294975.0,2307.0,2040.0,765748375.0
55712,5,119648190.0,0,0.0,0.0,0.0,0.0
55775,3186,63342535.0,457,228939000.0,1734.0,259.0,131353000.0
55939,2272,92091079.0,327,267236500.0,2011.0,274.0,221941500.0
56169,1422,25180770.0,901,229067601.0,1213.0,794.0,191205123.0
56566,1541,461507699.0,326,1363150000.0,1241.0,261.0,1121900000.0
56792,16949,473856601.0,3715,3833079000.0,16753.0,3671.0,3764932000.0
56880,1116,40541765.0,421,1170814974.0,722.0,289.0,778968984.0
57130,5014,95984382.0,4441,1793143000.0,5360.0,4813.0,1915063000.0
57706,2968,127864190.0,1470,1487466999.0,2845.0,1422.0,1444446999.0
57833,1391,35699891.0,0,0.0,1225.0,0.0,0.0
57837,2433,91310481.0,0,0.0,2280.0,0.0,0.0
58338,12963,224768914.0,11410,3614243506.0,10357.0,10240.0,3233234062.0
58412,1034,100117216.0,0,0.0,757.0,0.0,0.0
58745,1617,20877016.0,0,0.0,346.0,0.0,0.0
58843,2308,45813498.0,2136,550030655.0,1555.0,1546.0,394524652.0
59006,1558,31002561.0,1233,111139920.0,1372.0,1128.0,101585889.0
59089,1225,86608355.0,1042,2197453000.0,978.0,831.0,1771711000.0
59140,2428,104613922.0,2201,2266245360.0,2203.0,2038.0,2117682000.0
59200,1013,20760841.0,9,18455000.0,735.0,9.0,19235000.0
59640,1000,41430049.0,774,742843000.0,878.0,690.0,660554000.0
59716,1475,27467156.0,999,553389000.0,964.0,690.0,381149000.0
59741,1064,23881333.0,545,403735889.0,923.0,477.0,358112082.0
59824,128,161034417.0,0,0.0,88.0,0.0,0.0
59964,34,303609943.0,0,0.0,0.0,0.0,0.0
60014,3705,69932010.0,2851,678631000.0,2950.0,2460.0,583864000.0
60081,1022,15633611.0,0,0.0,787.0,0.0,0.0
60373,487,172794004.0,71,374865000.0,329.0,46.0,244184000.0
60804,1201,43858097.0,924,931099000.0,1023.0,795.0,803045000.0
61053,3663,140417549.0,1,4200.0,2875.0,1.0,4200.0
61285,1017,25896575.0,702,276509101.0,785.0,537.0,210117101.0
61737,4784,111039673.0,4335,2671205002.0,4106.0,4033.0,2488850002.0
62393,9175,435955180.0,8001,40932283316.0,8140.0,7148.0,36240010831.0
62604,6932,102923101.0,6485,337950658.0,6520.0,6240.0,322271189.0
62609,1022,26736923.0,923,234172000.0,861.0,829.0,212142000.0
62670,2350,48297779.0,1934,280129509.0,2097.0,1772.0,244209585.0
63396,955,17280563.0,764,498770101.0,579.0,533.0,354550101.0
63653,516,144665551.0,202,596230000.0,228.0,70.0,156890000.0
63680,1787,147727916.0,0,0.0,1565.0,0.0,0.0
63914,657,650108349.0,0,0.0,508.0,0.0,0.0
63993,388,137909943.0,0,0.0,264.0,0.0,0.0
63995,3369,134045069.0,86,47206000.0,3143.0,73.0,39939000.0
64648,1050,23066110.0,0,0.0,825.0,0.0,0.0
64751,138,109124494.0,0,0.0,40.0,0.0,0.0
64873,1032,38254740.0,0,0.0,984.0,0.0,0.0
65116,9581,157371662.0,8666,2469820907.0,8558.0,8075.0,2322355907.0
65244,1005,30709743.0,616,216035000.0,435.0,286.0,98116000.0
65404,3003,65172527.0,2742,1105290000.0,2399.0,2258.0,913777000.0
65467,1407,46514885.0,0,0.0,1067.0,0.0,0.0
65510,1643,31530202.0,0,0.0,942.0,0.0,0.0
65545,982,26128208.0,0,0.0,840.0,0.0,0.0
65647,1866,43064696.0,0,0.0,1744.0,0.0,0.0
65703,213,184502195.0,8,2561000.0,35.0,0.0,0.0
65762,1377,29239149.0,939,263504080.0,1208.0,837.0,232815754.0
65891,1404,364618675.0,0,0.0,1234.0,0.0,0.0
66130,1743,54145127.0,1307,358304605.0,1510.0,1189.0,325523825.0
66172,950,25524476.0,0,0.0,610.0,0.0,0.0
66403,6689,228197661.0,5062,11431917519.0,6293.0,4846.0,10872897519.0
66422,1075,21418364.0,633,187410278.0,920.0,554.0,158851163.0
66492,10162,197184628.0,9684,2463594500.0,9392.0,9139.0,2331212501.0
66538,921,34825363.0,484,500590008.0,738.0,381.0,385910008.0
66716,965,17666394.0,0,0.0,510.0,0.0,0.0
66741,1516,99437351.0,0,0.0,1042.0,0.0,0.0
67417,1341,47816993.0,8,9522000.0,1007.0,7.0,12182000.0
67855,4920,117667245.0,1533,1018948000.0,4068.0,1248.0,830387000.0
67873,979,14818250.0,0,0.0,487.0,0.0,0.0
